TransactionID,TransactionDate,StoreID,ProductID,SupplierID,MovementType,OpeningStock,QuantityReceived,QuantitySold,QuantityReturned,QuantityWaste,QuantityAdjusted,ShrinkageQty,ClosingStock,ReorderLevel,ExpectedStock,ActualStock,UnitCost,UnitPrice,SalesAmount,CostAmount,BatchNumber,ExpiryDate,PaymentType,ReplenishmentStatus
103098,2025-07-14,S003,P002,SUP08,Shrinkage,150,53,52,0,0,0,0,151,8.0,151,151,0.42,0.89,46.28,21.84,B-1906,2025-07-19,Voucher,
103099,2025-11-07,S006,P012,SUP03,Sale,140,0,19,0,0,-2,1,118,18.0,119,118,0.92,1.79,34.01,17.48,B-4456,2025-11-21,Contactless,
103100,2025-02-07,S003,P004,SUP10,Return,164,0,42,1,0,0,0,123,15.0,123,123,0.78,1.29,54.18,33.54,B-6823,2025-02-14,Card,
103101,2025-09-14,S006,P011,SUP05,Shrinkage,236,65,8,0,0,0,0,293,33.0,293,293,1.65,2.99,23.92,13.2,B-8783,2026-09-14,Contactless,
103102,2025-11-15,S005,P018,SUP05,Receipt,153,19,1,4,0,0,2,173,39.0,175,173,1.95,3.49,3.49,9.75,B-1014,2026-05-14,Voucher,Late
103103,2025-09-13,S001,P007,SUP09,Receipt,188,31,26,0,0,0,0,193,76.0,193,193,3.8,5.99,155.74,98.8,B-6790,2025-09-18,Cash,Partial
103104,2025-06-07,S003,P004,SUP08,Adjustment,155,0,35,0,0,0,0,120,15.0,120,120,0.78,1.29,45.15,27.3,B-1284,2025-06-14,Contactless,
103105,2025-02-10,S003,P014,SUP08,Return,145,48,32,0,0,0,0,161,12.0,161,161,0.62,1.25,40.0,19.84,B-1252,2026-02-10,Cash,
103106,2025-12-13,S007,P010,SUP02,Adjustment,211,44,0,0,0,0,0,255,11.0,255,255,0.58,1.09,0.0,0.0,B-6486,2027-12-13,Card,
103107,2025-12-28,S007,P010,SUP01,Sale,93,50,16,0,0,0,0,127,11.0,127,127,0.58,1.09,17.44,9.28,B-8290,2027-12-28,Contactless,
103108,2025-08-06,S005,P007,SUP04,Waste,81,51,35,2,0,0,0,99,76.0,99,99,3.8,5.99,209.65,140.6,B-5808,2025-08-11,Voucher,
103109,2025-11-09,S004,P017,SUP07,Sale,125,82,5,0,0,0,1,201,24.0,202,201,1.22,2.19,10.95,6.1,B-2101,2025-12-24,Contactless,
103110,2025-07-14,S008,P004,SUP01,Waste,89,0,19,0,0,0,0,70,15.0,70,70,0.78,1.29,24.51,14.82,B-5590,2025-07-21,Cash,
103111,2025-06-20,S003,P001,SUP04,Receipt,54,38,36,0,0,0,0,56,21.0,56,56,1.05,1.79,64.44,37.8,B-5081,2025-06-30,Voucher,On Time
103112,2025-05-11,S003,P019,SUP10,Waste,132,49,24,0,0,0,0,157,17.0,157,157,0.88,1.59,38.16,21.12,B-5133,2026-05-11,Contactless,
103113,2025-01-14,S007,P012,SUP10,Return,125,15,22,0,0,0,0,118,18.0,118,118,0.92,1.79,39.38,20.24,B-1770,2025-01-28,Cash,
103114,2025-06-13,S003,P013,SUP02,Sale,81,28,20,0,0,0,0,89,5.0,89,89,0.18,0.45,9.0,3.6,B-5200,2027-06-13,Voucher,
103115,2025-06-02,S001,P008,SUP01,Shrinkage,167,21,61,0,0,0,0,127,82.0,127,127,4.1,6.49,395.89,250.1,B-4436,2025-06-07,Voucher,
103116,2025-05-26,S007,P016,SUP07,Shrinkage,141,7,4,0,0,0,0,144,27.0,144,144,1.38,2.49,9.96,5.52,B-9053,2025-06-16,Voucher,
103117,2025-02-24,S003,P005,SUP07,Shrinkage,131,0,43,0,0,0,0,88,22.0,88,88,1.1,1.89,81.27,47.3,B-2200,2025-03-17,Contactless,
103118,2025-12-21,S007,P002,SUP09,Waste,215,53,11,0,0,0,1,256,8.0,257,256,0.42,0.89,9.79,4.62,B-9246,2025-12-26,Contactless,
103119,2025-09-24,S001,P003,SUP07,Receipt,148,23,40,0,0,0,0,131,38.0,131,131,1.92,2.99,119.6,76.8,B-1419,2025-10-15,Contactless,Late
103120,2025-02-26,S003,P012,SUP09,Adjustment,99,14,26,0,0,0,2,85,18.0,87,85,0.92,1.79,46.54,23.92,B-4922,2025-03-12,Cash,
103121,2025-07-14,S008,P005,SUP01,Sale,36,0,43,2,0,0,0,-5,22.0,-5,-5,1.1,1.89,81.27,49.5,B-3665,2025-08-04,Card,
103122,2025-06-09,S007,P012,SUP04,Sale,50,0,10,0,0,0,0,40,18.0,40,40,0.92,1.79,17.9,9.2,B-7539,2025-06-23,Voucher,
103123,2025-07-28,S006,P001,SUP09,Receipt,184,11,13,0,0,0,0,182,21.0,182,182,1.05,1.79,23.27,13.65,B-7138,2025-08-07,Voucher,On Time
103124,2025-03-28,S002,P004,SUP07,Shrinkage,62,0,20,0,0,0,0,42,15.0,42,42,0.78,1.29,25.8,15.6,B-7452,2025-04-04,Contactless,
103125,2025-08-11,S002,P019,SUP08,Return,0,0,10,0,0,0,0,-10,17.0,-10,-10,0.88,1.59,15.9,8.8,B-4953,2026-08-11,Cash,
103126,2025-04-24,S007,P013,SUP05,Adjustment,111,56,23,0,0,0,0,144,5.0,144,144,0.18,0.45,10.35,4.14,B-2057,2027-04-24,Card,
103127,2025-06-18,S007,P012,SUP09,Adjustment,139,0,56,0,0,0,0,83,18.0,83,83,0.92,1.79,100.24,51.52,B-2247,2025-07-02,Voucher,
103128,2025-10-06,S007,P006,SUP02,Waste,36,0,19,0,0,0,0,17,25.0,17,17,1.25,2.19,41.61,23.75,B-4314,2025-10-16,Card,
103129,2025-02-27,S007,P019,SUP10,Adjustment,202,0,9,0,0,0,0,193,17.0,193,193,0.88,1.59,14.31,7.92,B-9947,2026-02-27,Contactless,
103130,2025-04-11,S007,P018,SUP09,Return,89,34,37,0,0,0,0,86,39.0,86,86,1.95,3.49,129.13,72.15,B-8446,2025-10-08,Cash,
103131,2025-10-11,S006,P003,SUP07,Waste,103,0,1,0,0,1,1,102,38.0,103,102,1.92,2.99,2.99,1.92,B-7597,2025-11-01,Cash,
103132,2025-11-01,S007,P003,SUP10,Sale,102,73,28,0,0,0,0,147,38.0,147,147,1.92,2.99,83.72,53.76,B-8902,2025-11-22,Contactless,
103133,2025-04-27,S001,P009,SUP10,Return,41,72,22,0,0,0,0,91,19.0,91,91,0.95,1.79,39.38,20.9,B-5576,2026-04-27,Card,
103134,2025-07-31,S003,P002,SUP02,Receipt,147,42,27,0,0,0,0,162,8.0,162,162,0.42,0.89,24.03,11.34,B-4517,2025-08-05,Cash,On Time
103135,2025-07-14,S008,P007,SUP04,Receipt,82,14,36,0,0,0,0,60,76.0,60,60,3.8,5.99,215.64,136.8,B-7915,2025-07-19,Voucher,On Time
103136,2025-07-09,S002,P014,SUP05,Waste,109,0,5,0,0,0,0,104,12.0,104,104,0.62,1.25,6.25,3.1,B-5516,2026-07-09,Voucher,
103137,2025-01-14,S002,P016,SUP06,Shrinkage,21,4,36,0,0,0,0,-11,27.0,-11,-11,1.38,2.49,89.64,49.68,B-7554,2025-02-04,Contactless,
103138,2025-11-13,S003,P006,SUP03,Sale,197,0,0,0,0,0,0,197,25.0,197,197,1.25,2.19,0.0,0.0,B-2359,2025-11-23,Card,
103139,2025-04-18,S003,P010,SUP01,Adjustment,190,0,66,0,0,1,2,123,11.0,125,123,0.58,1.09,71.94,38.28,B-2980,2027-04-18,Voucher,
103140,2025-11-09,S003,P013,SUP02,Sale,119,29,28,0,0,0,0,120,5.0,120,120,0.18,0.45,12.6,5.04,B-2573,2027-11-09,Voucher,
103141,2025-12-10,S006,P014,SUP09,Sale,131,29,33,0,0,0,0,127,12.0,127,127,0.62,1.25,41.25,20.46,B-4893,2026-12-10,Card,
103142,2025-12-30,S001,P012,SUP10,Waste,30,0,36,0,0,0,0,-6,18.0,-6,-6,0.92,0.18,6.48,33.12,B-5947,2026-01-13,Card,
103143,2025-08-28,S005,P019,SUP04,Receipt,48,37,33,0,0,0,0,52,17.0,52,52,0.88,1.59,52.47,29.04,B-4863,2026-08-28,Cash,Partial
103144,2025-07-11,S002,P001,SUP10,Return,61,42,36,0,0,0,1,66,21.0,67,66,1.05,1.79,64.44,37.8,B-2240,2025-07-21,Card,
103145,2025-11-14,S004,P008,SUP01,Sale,221,0,21,0,0,0,0,200,82.0,200,200,4.1,6.49,136.29,86.1,B-2434,2025-11-19,Contactless,
103146,2025-10-27,S006,P002,SUP03,Return,203,72,44,0,0,0,0,231,8.0,231,231,0.42,0.89,39.16,18.48,B-1387,2025-11-01,Cash,
103147,2025-09-22,S002,P010,SUP01,Adjustment,194,61,64,0,0,0,0,191,11.0,191,191,0.58,1.09,69.76,37.12,B-7553,2027-09-22,Voucher,
103148,2025-02-13,S003,P012,SUP03,Return,0,60,10,0,0,0,0,50,18.0,50,50,0.92,1.79,17.9,9.2,B-2946,2025-02-27,Contactless,
103149,2025-04-23,S002,P006,SUP02,Sale,110,25,22,0,0,0,1,112,25.0,113,112,1.25,2.19,48.18,27.5,B-4272,2025-05-03,Contactless,
103150,2025-04-25,S005,P017,SUP08,Waste,142,29,56,0,0,0,0,115,24.0,115,115,1.22,2.19,122.64,68.32,B-4061,2025-06-09,Voucher,
103151,2025-12-01,S003,P019,SUP10,Waste,50,38,44,0,0,0,0,44,17.0,44,44,0.88,1.59,69.96,38.72,B-3349,2026-12-01,Card,
103152,2025-11-29,S008,P008,SUP01,Sale,146,64,7,0,0,0,0,203,82.0,203,203,4.1,6.49,45.43,28.7,B-1271,2025-12-04,Cash,
103153,2025-01-07,S004,P018,SUP03,Return,124,52,0,0,0,0,0,176,39.0,176,176,1.95,3.49,0.0,0.0,B-5061,2025-07-06,Card,
103154,2025-12-13,S003,P003,SUP04,Return,225,55,16,0,0,0,0,264,38.0,264,264,1.92,2.99,47.84,30.72,B-3305,2026-01-03,Cash,
103155,2025-09-17,S007,P016,SUP09,Sale,102,0,24,0,0,0,0,78,27.0,78,78,1.38,2.49,59.76,33.12,B-8577,2025-10-08,Contactless,
103156,2025-03-18,S004,P012,SUP10,Return,112,0,61,0,0,0,0,51,18.0,51,51,0.92,1.79,109.19,56.12,B-2989,2025-04-01,Contactless,
103157,2025-05-10,S003,P009,SUP04,Sale,173,39,36,0,0,0,0,176,,176,176,0.95,1.79,64.44,34.2,B-8269,2026-05-10,Card,
103158,2025-01-01,S008,P017,SUP05,Return,76,35,41,0,0,0,0,70,24.0,70,70,1.22,2.19,89.79,50.02,B-5110,2025-02-15,Voucher,
103159,2025-09-11,S006,P016,SUP04,Sale,29,0,26,0,0,0,0,3,27.0,3,3,1.38,2.49,64.74,35.88,B-1189,2025-10-02,Card,
103160,2025-08-07,S002,P005,SUP10,Adjustment,44,59,10,0,0,0,0,93,22.0,93,93,1.1,1.89,18.9,11.0,B-6651,2025-08-28,Card,
103161,2025-07-18,S002,P010,SUP10,Shrinkage,138,40,23,0,0,0,0,155,11.0,155,155,0.58,1.09,25.07,13.34,B-1224,2027-07-18,Card,
103162,2025-09-03,S005,P009,SUP03,Waste,149,0,43,0,0,0,0,106,19.0,106,106,0.95,1.79,76.97,40.85,B-4256,2026-09-03,Card,
103163,2025-09-28,S006,P016,SUP04,Sale,220,21,6,0,0,0,0,235,27.0,235,235,1.38,2.49,14.94,8.28,B-4862,2025-10-19,Cash,
103164,2025-04-26,S007,P003,SUP10,Waste,86,54,32,0,0,0,0,108,38.0,108,108,1.92,2.99,95.68,61.44,B-8895,2025-05-17,Cash,
103165,2025-01-28,S004,P010,SUP10,Adjustment,176,0,38,0,0,0,1,137,11.0,138,137,0.58,1.09,41.42,22.04,B-4571,2027-01-28,Cash,
103166,2025-09-24,S001,P009,SUP04,Adjustment,64,0,0,0,0,0,0,64,19.0,64,64,0.95,1.79,0.0,0.0,B-5912,2026-09-24,Cash,
103167,2025-06-24,S003,P007,SUP09,Adjustment,131,37,24,0,0,2,0,146,76.0,146,146,3.8,5.99,143.76,91.2,B-4098,2025-06-29,Card,
103168,2025-03-26,S001,P002,SUP06,Receipt,202,32,33,0,0,0,0,201,8.0,201,201,0.42,0.89,29.37,13.86,B-8064,2025-03-31,Contactless,On Time
103169,2025-12-20,S006,P014,SUP09,Shrinkage,96,80,18,2,0,0,0,160,12.0,160,160,0.62,1.25,22.5,12.4,B-8536,2026-12-20,Contactless,
103170,2025-02-02,S004,P013,SUP03,Receipt,103,16,22,0,0,0,0,97,5.0,97,97,0.18,0.45,9.9,3.96,B-4654,2027-02-02,Contactless,On Time
103171,2025-02-17,S003,P016,SUP02,Adjustment,176,0,40,0,0,0,0,-136,27.0,136,-136,1.38,2.49,99.6,55.2,B-9535,2025-03-10,Card,
103172,2025-05-16,S007,P015,SUP01,Return,104,16,28,0,0,0,0,92,11.0,92,92,0.55,1.49,41.72,15.4,B-7315,2025-11-12,Contactless,
103173,2025-06-16,S003,P017,SUP10,Adjustment,110,26,32,0,0,0,0,104,24.0,104,104,1.22,2.19,70.08,39.04,B-7635,2025-07-31,Cash,
103174,2025-05-01,S003,P010,SUP06,Adjustment,121,75,31,0,0,0,0,165,11.0,165,165,0.58,1.09,33.79,17.98,B-9235,2027-05-01,Card,
103175,2025-10-02,S005,P016,SUP02,Waste,141,13,52,0,0,0,0,102,27.0,102,102,1.38,2.49,129.48,71.76,B-7019,2025-10-23,Card,
103176,2025-05-11,S006,P008,SUP04,Shrinkage,155,22,24,0,0,0,0,153,82.0,153,153,4.1,6.49,155.76,98.4,B-1023,2025-05-16,Card,
103177,2025-11-27,S007,P005,SUP02,Shrinkage,88,0,19,0,0,0,0,69,22.0,69,69,1.1,1.89,35.91,20.9,B-7580,2025-12-18,Contactless,
103178,2025-08-11,S005,P001,SUP07,Sale,139,0,23,0,0,0,0,116,21.0,116,116,1.05,1.79,41.17,24.15,B-3628,2025-08-21,Cash,
103179,2025-05-30,S001,P001,SUP02,Sale,167,0,19,3,0,0,0,151,21.0,151,151,1.05,1.79,34.01,23.1,B-2609,2025-06-09,Cash,
103180,2025-02-25,S003,P015,SUP03,Receipt,168,45,33,0,0,0,0,180,11.0,180,180,0.55,1.49,49.17,18.15,B-5731,2025-08-24,Card,Partial
103181,2025-05-03,S003,P015,SUP04,Receipt,186,34,12,0,0,0,1,207,11.0,208,207,0.55,1.49,17.88,6.6,B-6955,2025-10-30,Cash,Late
103182,2025-10-01,S004,P011,SUP06,Return,76,0,51,0,0,0,0,25,33.0,25,25,1.65,2.99,152.49,84.15,B-4854,2026-10-01,Card,
103183,2025-10-04,S005,P017,SUP09,Receipt,124,0,24,0,0,0,0,100,24.0,100,100,1.22,2.19,52.56,29.28,B-5066,2025-11-18,Voucher,Late
103184,2025-12-25,S001,P016,SUP02,Adjustment,150,37,27,0,0,0,0,160,27.0,160,160,1.38,19.92,537.84,37.26,B-3963,2026-01-15,Voucher,
103185,2025-06-26,S008,P008,SUP01,Return,196,0,19,0,0,0,0,177,82.0,177,177,4.1,6.49,123.31,77.9,B-6045,2025-07-01,Card,
103186,2025-04-04,S006,P015,SUP06,Receipt,0,31,25,0,0,0,0,6,11.0,6,6,0.55,1.49,37.25,13.75,B-5901,2025-10-01,Card,On Time
103187,2025-02-22,S001,P004,SUP05,Waste,63,74,1,0,0,0,0,136,15.0,136,136,0.78,1.29,1.29,0.78,B-4233,2025-03-01,Contactless,
103188,2025-11-05,S007,P004,SUP07,Receipt,38,0,13,0,0,0,1,24,15.0,25,24,0.78,1.29,16.77,10.14,B-2320,2025-11-12,Cash,On Time
103189,2025-12-24,S002,P005,SUP01,Waste,157,0,59,5,0,0,0,103,22.0,103,103,1.1,1.89,111.51,70.4,B-9183,2026-01-14,Card,
103190,2025-10-20,S008,P013,SUP01,Receipt,98,15,1,0,0,0,0,112,5.0,112,112,0.18,0.45,0.45,0.18,B-9034,2027-10-20,Cash,Late
103191,2025-11-07,S002,P002,SUP05,Shrinkage,157,12,81,0,0,0,0,88,8.0,88,88,0.42,0.89,72.09,34.02,B-6186,2025-11-12,Cash,
103192,2025-09-07,S006,P006,SUP09,Shrinkage,230,43,29,0,0,0,0,244,25.0,244,244,1.25,2.19,63.51,36.25,B-3223,2025-09-17,Voucher,
103193,2025-12-03,S007,P018,SUP01,Adjustment,259,0,3,0,0,0,0,256,39.0,256,256,1.95,3.49,10.47,5.85,B-7175,2026-06-01,Card,
103194,2025-06-04,S007,P006,SUP07,Receipt,123,31,42,0,0,0,0,112,25.0,112,112,1.25,2.19,91.98,52.5,B-7439,2025-06-14,Contactless,Partial
103195,2025-02-22,S006,P007,SUP10,Shrinkage,5,0,30,0,0,0,0,-25,76.0,-25,-25,3.8,5.99,179.7,114.0,B-2149,2025-02-27,Card,
103196,2025-07-05,S008,P008,SUP03,Sale,181,38,41,0,0,0,0,178,82.0,178,178,4.1,6.49,266.09,168.1,B-1401,2025-07-10,Cash,
103197,2025-05-09,S001,P006,SUP02,Return,76,0,8,2,0,0,0,70,25.0,70,70,1.25,2.19,17.52,12.5,B-5887,2025-05-19,Card,
103198,2025-02-19,S005,P005,SUP09,Adjustment,113,0,32,0,0,0,0,81,22.0,81,81,1.1,1.89,60.48,35.2,B-5706,2025-03-12,Voucher,
103199,2025-10-13,S002,P019,SUP04,Receipt,93,44,0,0,0,0,0,137,17.0,137,137,0.88,1.59,0.0,0.0,B-9701,2026-10-13,Cash,Late
103200,2025-11-01,S002,P010,SUP05,Shrinkage,199,59,16,0,0,0,0,242,11.0,242,242,0.58,1.09,17.44,9.28,B-3646,2027-11-01,Contactless,
103201,2025-03-29,S006,P019,SUP03,Return,70,40,17,0,0,0,0,93,17.0,93,93,0.88,1.59,27.03,14.96,B-2986,2026-03-29,Cash,
103202,2025-02-20,S001,P003,SUP02,Waste,78,0,1,0,0,0,2,75,38.0,77,75,1.92,2.99,2.99,1.92,B-9630,2025-03-13,Voucher,
103203,2025-07-16,S003,P002,SUP04,Sale,202,50,21,0,0,0,0,231,8.0,231,231,0.42,0.89,18.69,8.82,B-4424,2025-07-21,Card,
103204,2025-08-29,S002,P013,SUP01,Receipt,166,0,0,0,0,0,1,165,5.0,166,165,0.18,0.45,0.0,0.0,B-8191,2027-08-29,Contactless,Late
103205,2025-05-22,S005,P011,SUP06,Waste,140,0,18,0,0,0,1,121,33.0,122,121,1.65,2.99,53.82,29.7,B-9694,2026-05-22,Card,
103206,2025-07-10,S002,P019,SUP07,Receipt,0,0,55,0,0,0,0,-55,17.0,-55,-55,0.88,1.59,87.45,48.4,B-8113,2026-07-10,Card,On Time
103207,2025-09-03,S005,P003,SUP08,Adjustment,150,0,19,0,0,0,0,131,38.0,131,131,1.92,2.99,56.81,36.48,B-6199,2025-09-24,Card,
103208,2025-07-16,S005,P010,SUP02,Waste,109,38,27,0,0,0,0,120,11.0,120,120,0.58,1.09,29.43,15.66,B-7518,2027-07-16,Card,
103209,2025-12-23,S001,P020,SUP10,Adjustment,108,7,18,0,0,0,2,-95,28.0,97,-95,1.4,2.79,50.22,25.2,B-2253,2027-12-23,Contactless,
103210,2025-08-18,S002,P009,SUP07,Sale,132,0,19,0,0,0,0,113,19.0,113,113,0.95,1.79,34.01,18.05,B-4298,2026-08-18,Contactless,
103211,2025-03-16,S006,P017,SUP08,Shrinkage,61,0,27,0,0,0,0,34,24.0,34,34,1.22,2.19,59.13,32.94,B-6569,2025-04-30,Card,
103212,2025-02-24,S002,P018,SUP02,Waste,99,50,0,0,0,0,0,149,39.0,149,149,1.95,3.49,0.0,0.0,B-7739,2025-08-23,Voucher,
103213,2025-07-11,S002,P015,SUP07,Shrinkage,75,31,51,0,0,0,0,55,11.0,55,55,0.55,1.49,75.99,28.05,B-6637,2026-01-07,Voucher,
103214,2025-02-18,S006,P008,SUP08,Waste,178,64,39,0,0,0,0,203,82.0,203,203,4.1,6.49,253.11,159.9,B-9782,2025-02-23,Cash,
103215,2025-01-23,S002,P007,SUP05,Receipt,112,0,7,0,0,0,0,105,76.0,105,105,3.8,5.99,41.93,26.6,B-6726,2025-01-28,Contactless,On Time
103216,2025-08-15,S003,P014,SUP02,Adjustment,180,8,17,0,0,0,0,171,12.0,171,171,0.62,1.25,21.25,10.54,B-1244,2026-08-15,Contactless,
103217,2025-10-23,S004,P016,SUP01,Adjustment,149,31,36,0,0,0,0,144,27.0,144,144,1.38,2.49,89.64,49.68,B-7564,2025-11-13,Cash,
103218,2025-10-16,S002,P009,SUP08,Waste,137,0,22,0,0,0,0,115,19.0,115,115,0.95,1.79,39.38,20.9,B-4477,2026-10-16,Voucher,
103219,2025-12-22,S001,P020,SUP01,Waste,103,94,39,0,0,0,0,158,28.0,158,158,21.0,2.79,108.81,819.0,B-8800,2027-12-22,Card,
103220,2025-02-05,S003,P011,SUP05,Waste,203,0,39,0,0,0,0,164,33.0,164,164,1.65,2.99,116.61,64.35,B-5325,2026-02-05,Card,
103221,2025-01-19,S003,P019,SUP06,Receipt,115,0,17,0,0,0,2,96,17.0,98,96,0.88,1.59,27.03,14.96,B-1480,2026-01-19,Voucher,On Time
103222,2025-06-04,S004,P018,SUP01,Waste,79,0,24,0,0,0,0,55,39.0,55,55,1.95,3.49,83.76,46.8,B-9494,2025-12-01,Contactless,
103223,2025-10-11,S008,P004,SUP05,Receipt,29,0,23,0,0,0,0,6,15.0,6,6,0.78,1.29,29.67,17.94,B-6483,2025-10-18,Card,Late
103224,2025-07-28,S008,P009,SUP02,Waste,302,0,0,0,0,0,0,302,19.0,302,302,0.95,1.79,0.0,0.0,B-8134,2026-07-28,Card,
103225,2025-03-18,S006,P009,SUP01,Sale,175,53,51,0,0,0,0,177,19.0,177,177,0.95,1.79,91.29,48.45,B-1376,2026-03-18,Voucher,
103226,2025-11-09,S007,P006,SUP03,Receipt,183,13,17,0,0,0,0,179,25.0,179,179,1.25,2.19,37.23,21.25,B-6853,2025-11-19,Contactless,On Time
103227,2025-12-07,S007,P012,SUP09,Receipt,105,0,10,0,0,0,0,95,18.0,95,95,0.92,1.79,17.9,9.2,B-9062,2025-12-21,Cash,On Time
103228,2025-09-26,S008,P018,SUP01,Adjustment,102,43,32,0,0,0,1,112,39.0,113,112,1.95,3.49,111.68,62.4,B-2212,2026-03-25,Contactless,
103229,2025-03-16,S002,P003,SUP05,Receipt,152,16,0,0,0,0,0,168,38.0,168,168,1.92,0.0,0.0,0.0,B-5783,2025-04-06,Cash,Late
103230,2025-02-28,S005,P008,SUP03,Adjustment,113,0,30,0,0,0,0,83,82.0,83,83,4.1,6.49,194.7,123.0,B-5764,2025-03-05,Card,
103231,2025-01-15,S006,P009,SUP03,Shrinkage,115,0,39,0,0,0,0,76,19.0,76,76,0.95,1.79,69.81,37.05,B-1688,2026-01-15,Card,
103232,2025-03-13,S007,P002,SUP04,Waste,127,98,8,0,0,0,0,217,8.0,217,217,0.42,0.89,7.12,3.36,B-7500,2025-03-18,Voucher,
103233,2025-05-11,S002,P019,SUP04,Waste,57,15,23,0,0,0,0,-49,17.0,49,-49,0.88,1.59,36.57,20.24,B-5191,2026-05-11,Contactless,
103234,2025-04-13,S005,P005,SUP05,Waste,108,27,27,0,0,0,0,108,22.0,108,108,1.1,1.89,51.03,29.7,B-6992,2025-05-04,Card,
103235,2025-05-30,S001,P013,SUP06,Return,126,0,58,0,0,0,0,68,5.0,68,68,0.18,0.45,26.1,10.44,B-2494,2027-05-30,Card,
103236,2025-10-05,S008,P002,SUP06,Sale,186,58,15,0,0,0,0,229,8.0,229,229,0.42,0.89,13.35,6.3,B-3060,2025-10-10,Contactless,
103237,2025-03-31,S001,P005,SUP09,Adjustment,93,0,38,0,0,0,0,55,22.0,55,55,1.1,1.89,71.82,41.8,B-7035,2025-04-21,Cash,
103238,2025-05-18,S008,P003,SUP02,Receipt,70,0,31,0,0,0,1,38,38.0,39,38,1.92,2.99,92.69,59.52,B-6818,2025-06-08,Cash,Partial
103239,2025-04-13,S002,P013,SUP05,Sale,107,0,58,0,0,0,0,49,5.0,49,49,0.18,0.45,26.1,10.44,B-2630,2027-04-13,Contactless,
103240,2025-07-29,S008,P018,SUP03,Waste,98,48,34,0,0,0,0,112,39.0,112,112,1.95,3.49,118.66,66.3,B-4664,2026-01-25,Card,
103241,2025-04-12,S003,P004,SUP02,Shrinkage,122,68,1,0,0,0,0,189,15.0,189,189,0.78,1.29,1.29,0.78,B-2822,2025-04-19,Cash,
103242,2025-12-22,S003,P013,SUP02,Shrinkage,79,0,45,0,0,-2,0,32,5.0,32,32,0.18,0.45,20.25,8.1,B-5509,2027-12-22,Contactless,
103243,2025-05-12,S006,P015,SUP04,Sale,73,22,3,0,0,0,0,92,11.0,92,92,0.55,1.49,4.47,1.65,B-8259,2025-11-08,Contactless,
103244,2025-02-26,S001,P017,SUP01,Waste,129,25,38,0,0,0,0,116,24.0,116,116,1.22,2.19,83.22,46.36,B-2445,2025-04-12,Cash,
103245,2025-04-12,S008,P011,SUP10,Waste,174,40,32,0,0,0,0,182,33.0,182,182,1.65,2.99,95.68,52.8,B-7980,2026-04-12,Voucher,
103246,2025-08-15,S002,P007,SUP04,Sale,209,0,23,0,0,0,0,186,76.0,186,186,3.8,5.99,137.77,87.4,B-5707,2025-08-20,Cash,
103247,2025-12-30,S004,P012,SUP10,Waste,20,36,63,0,0,0,0,-7,18.0,-7,-7,0.92,1.79,112.77,57.96,B-7028,2026-01-13,Voucher,
103248,2025-01-08,S001,P010,SUP03,Return,56,30,21,0,0,0,0,65,11.0,65,65,0.58,1.09,22.89,12.18,B-5652,2027-01-08,Cash,
103249,2025-04-29,S001,P011,SUP07,Waste,122,23,53,0,0,0,0,92,33.0,92,92,1.65,2.99,158.47,87.45,B-4216,2026-04-29,Cash,
103250,2025-04-28,S002,P020,SUP10,Sale,152,0,36,0,0,0,0,116,28.0,116,116,1.4,2.79,100.44,50.4,B-4147,2027-04-28,Card,
103251,2025-11-29,S007,P018,SUP09,Return,167,0,14,0,0,0,0,153,39.0,153,153,1.95,3.49,48.86,27.3,B-5663,2026-05-28,Cash,
103252,2025-08-24,S002,P016,SUP10,Shrinkage,114,17,8,0,0,0,0,123,27.0,123,123,1.38,2.49,19.92,11.04,B-9232,2025-09-14,Contactless,
103253,2025-06-08,S002,P002,SUP05,Adjustment,57,29,3,0,0,0,0,83,8.0,83,83,0.42,0.89,2.67,1.26,B-9456,2025-06-13,Contactless,
103254,2025-12-19,S003,P009,SUP08,Adjustment,204,33,41,0,0,0,0,196,19.0,196,196,0.95,1.79,73.39,38.95,B-8821,2026-12-19,Contactless,
103255,2025-11-23,S008,P010,SUP06,Waste,130,0,25,0,0,0,0,105,11.0,105,105,0.58,1.09,27.25,14.5,B-3017,2027-11-23,Cash,
103256,2025-07-05,S007,P001,SUP09,Adjustment,20,38,15,0,0,0,0,43,21.0,43,43,1.05,1.79,26.85,15.75,B-8283,2025-07-15,Contactless,
103257,2025-02-12,S007,P020,SUP03,Shrinkage,102,16,10,0,0,0,0,108,28.0,108,108,1.4,2.79,27.9,14.0,B-6150,2027-02-12,Contactless,
103258,2025-03-22,S003,P006,SUP10,Sale,173,43,13,0,0,0,0,203,25.0,203,203,1.25,2.19,28.47,16.25,B-6265,2025-04-01,Contactless,
103259,2025-09-15,S003,P015,SUP10,Adjustment,182,0,40,0,0,0,0,142,11.0,142,142,0.55,1.49,59.6,22.0,B-8019,2026-03-14,Cash,
103260,2025-03-16,S001,P007,SUP01,Adjustment,74,0,11,0,0,0,0,63,76.0,63,63,3.8,5.99,65.89,41.8,B-2956,2025-03-21,Voucher,
103261,2025-07-31,S002,P005,SUP06,Waste,88,0,1,0,0,0,0,87,22.0,87,87,1.1,1.89,1.89,1.1,B-4986,2025-08-21,Voucher,
103262,2025-12-08,S003,P002,SUP07,Receipt,73,20,0,0,0,0,0,93,8.0,93,93,0.42,0.89,0.0,0.0,B-4053,2025-12-13,Voucher,Late
